keyword_count,text_length,word_count,avg_word_length,url_count,email_count,exclamation_count,question_count,dollar_count
2,1386,271,4.118081180811808,0,0,0,4,0
0,297,57,4.228070175438597,0,0,0,0,0
0,388,73,4.328767123287672,0,0,0,0,0
0,5,1,5.0,0,0,0,0,0
0,980,160,5.13125,0,0,0,0,0
2,3609,590,5.11864406779661,0,0,1,3,0
1,539,99,4.454545454545454,0,0,0,1,0
1,434,91,3.78021978021978,0,0,6,1,0
2,525,102,4.1568627450980395,0,0,2,0,0
0,169,30,4.666666666666667,0,0,0,0,0
5,1204,180,5.694444444444445,0,0,2,0,1
0,282,58,3.8793103448275863,0,0,0,0,0
0,410,76,4.407894736842105,0,0,1,1,0
0,378,72,4.263888888888889,0,0,1,3,0
3,669,147,3.557823129251701,0,0,4,0,0
0,567,106,4.3584905660377355,0,0,1,0,0
2,1337,235,4.693617021276595,0,0,1,4,0
0,2504,484,4.175619834710743,0,0,0,3,0
0,665,117,4.6923076923076925,0,0,7,3,0
0,353,67,4.2835820895522385,0,0,0,0,0
3,9407,1669,4.636908328340324,0,0,2,0,16
2,328,65,4.061538461538461,0,0,0,1,0
1,214,34,5.323529411764706,0,0,1,0,0
2,451,75,5.026666666666666,0,0,1,0,0
5,4539,624,6.2756410256410255,0,0,7,1,12
0,531,87,5.114942528735632,0,0,0,0,0
1,741,156,3.7564102564102564,0,0,0,0,0
2,332,70,3.757142857142857,0,0,6,1,1
1,1879,352,4.340909090909091,0,0,5,1,0
0,5,1,5.0,0,0,0,0,0
1,2061,349,4.908309455587393,0,0,0,0,0
0,174,29,5.0344827586206895,0,0,0,0,0
2,508,94,4.414893617021277,0,0,0,0,0
0,69,11,5.363636363636363,0,0,0,0,0
1,3141,553,4.681735985533454,0,0,0,0,0
0,537,85,5.329411764705882,0,0,0,0,0
3,3074,569,4.404217926186292,0,0,1,3,2
1,1416,285,3.9719298245614034,0,0,1,1,0
3,892,144,5.201388888888889,0,0,0,0,2
4,48088,8659,4.553643607806906,0,0,0,9,73
2,686,127,4.409448818897638,0,0,0,0,0
2,1753,315,4.568253968253968,0,0,0,2,0
1,693,140,3.9571428571428573,0,0,0,1,0
2,885,152,4.828947368421052,0,0,3,1,0
2,423,69,5.144927536231884,0,0,1,0,0
1,2823,561,4.033868092691622,0,0,0,0,5
1,4173,690,5.04927536231884,0,0,0,4,0
1,467,80,4.85,0,0,0,3,0
0,454,79,4.7594936708860756,0,0,0,2,0
